@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute pose-1 numeric
@attribute pose-2 numeric
@attribute pose-3 numeric
@attribute pose-4 numeric
@attribute pose-5 numeric
@attribute pose-6 numeric
@attribute pose-7 numeric
@attribute pose-8 numeric
@attribute pose-9 numeric
@attribute pose-10 numeric
@attribute pose-11 numeric
@attribute pose-12 numeric
@attribute pose-13 numeric
@attribute pose-14 numeric
@attribute pose-15 numeric
@attribute pose-16 numeric
@attribute pose-17 numeric
@attribute pose-18 numeric
@attribute pose-19 numeric
@attribute pose-20 numeric
@attribute pose-21 numeric
@attribute pose-22 numeric
@attribute pose-23 numeric
@attribute pose-24 numeric
@attribute pose-25 numeric
@attribute pose-26 numeric
@attribute pose-27 numeric
@attribute pose-28 numeric
@attribute pose-29 numeric
@attribute pose-30 numeric
@attribute pose-31 numeric
@attribute pose-32 numeric
@attribute pose-33 numeric
@attribute pose-34 numeric
@attribute pose-35 numeric
@attribute pose-36 numeric
@attribute pose-37 numeric
@attribute pose-38 numeric
@attribute pose-39 numeric
@attribute pose-40 numeric
@attribute pose-41 numeric
@attribute pose-42 numeric
@attribute pose-43 numeric
@attribute pose-44 numeric
@attribute pose-45 numeric
@attribute pose-46 numeric
@attribute pose-47 numeric
@attribute pose-48 numeric
@attribute pose-49 numeric
@attribute pose-50 numeric
@attribute pose-51 numeric
@attribute pose-52 numeric
@attribute pose-53 numeric
@attribute pose-54 numeric
@attribute pose-55 numeric
@attribute pose-56 numeric
@attribute pose-57 numeric
@attribute pose-58 numeric
@attribute pose-59 numeric
@attribute pose-60 numeric
@attribute pose-61 numeric
@attribute pose-62 numeric
@attribute pose-63 numeric
@attribute pose-64 numeric
@attribute pose-65 numeric
@attribute pose-66 numeric
@attribute pose-67 numeric
@attribute pose-68 numeric
@attribute pose-69 numeric
@attribute pose-70 numeric
@attribute pose-71 numeric
@attribute pose-72 numeric
@attribute pose-73 numeric
@attribute pose-74 numeric
@attribute pose-75 numeric
@attribute pose-76 numeric
@attribute pose-77 numeric
@attribute pose-78 numeric
@attribute pose-79 numeric
@attribute pose-80 numeric
@attribute pose-81 numeric
@attribute pose-82 numeric
@attribute pose-83 numeric
@attribute pose-84 numeric
@attribute pose-85 numeric
@attribute pose-86 numeric
@attribute pose-87 numeric
@attribute pose-88 numeric
@attribute pose-89 numeric
@attribute pose-90 numeric
@attribute pose-91 numeric
@attribute pose-92 numeric
@attribute pose-93 numeric
@attribute pose-94 numeric
@attribute pose-95 numeric
@attribute pose-96 numeric
@attribute pose-97 numeric
@attribute pose-98 numeric
@attribute pose-99 numeric
@attribute pose-100 numeric
@attribute pose-101 numeric
@attribute pose-102 numeric
@attribute pose-103 numeric
@attribute pose-104 numeric
@attribute pose-105 numeric
@attribute pose-106 numeric
@attribute pose-107 numeric
@attribute pose-108 numeric
@attribute pose-109 numeric
@attribute pose-110 numeric
@attribute pose-111 numeric
@attribute pose-112 numeric
@attribute pose-113 numeric
@attribute pose-114 numeric
@attribute pose-115 numeric
@attribute pose-116 numeric
@attribute pose-117 numeric
@attribute pose-118 numeric
@attribute pose-119 numeric
@attribute pose-120 numeric
@attribute pose-121 numeric
@attribute pose-122 numeric
@attribute pose-123 numeric
@attribute pose-124 numeric
@attribute pose-125 numeric
@attribute pose-126 numeric
@attribute pose-127 numeric
@attribute pose-128 numeric
@attribute pose-129 numeric
@attribute pose-130 numeric
@attribute pose-131 numeric
@attribute pose-132 numeric
@attribute class-1 numeric
@attribute class-2 numeric
@attribute class-3 numeric
@attribute class-4 numeric
@attribute class-5 numeric
@attribute class-6 numeric

@data
11,'2025/02/21 22:39:08:715',1,0.499022,0.524293,0.541889,0.559106,0.474664,0.46095,0.446009,0.570677,0.424325,0.528092,0.466882,0.675117,0.32418,0.705653,0.314985,0.695417,0.313163,0.713201,0.29887,0.683921,0.304361,0.670388,0.316554,0.609928,0.396004,0.600446,0.399725,0.594409,0.390365,0.61499,0.389685,0.508805,0.405531,0.148962,0.080408,0.083781,0.085344,0.0682,0.066974,0.067715,0.113277,0.104979,0.217863,0.212987,0.530236,0.549633,0.989753,0.968851,1.473199,1.380811,1.605834,1.489148,1.604816,1.495331,1.550739,1.448367,1.458739,1.439625,2.269494,2.202856,2.921205,2.899882,3.018133,3.010829,3.098511,3.076819,-0.695258,-0.64487,-0.645434,-0.645451,-0.646971,-0.648039,-0.648717,-0.333075,-0.336724,-0.565692,-0.573637,-0.182235,-0.125074,-0.193523,-0.103469,-0.4914,-0.257652,-0.56401,-0.316474,-0.631612,-0.396386,-0.521107,-0.294273,-0.013155,0.012321,-0.106251,-0.334804,0.177184,0.03257,0.185474,0.058086,-0.177958,-0.264549,0.993057,0.985359,0.984939,0.98818,0.99023,0.991862,0.993389,0.991568,0.986799,0.988636,0.988319,0.995839,0.985332,0.166562,0.033883,0.010062,0.00298,0.014498,0.004462,0.020313,0.00648,0.018391,0.00688,0.044695,0.042692,0.001053,0.001045,0.000694,0.00067,0.001038,0.000896,0.000814,0.000654,1,0,0,0,0,0
12,'2025/02/21 22:39:08:733',1,0.499727,0.52492,0.54253,0.559865,0.475007,0.461166,0.446719,0.57111,0.424525,0.528783,0.467734,0.675757,0.324211,0.705219,0.314931,0.69513,0.310131,0.713,0.293497,0.68361,0.297121,0.67012,0.310663,0.608601,0.394003,0.600006,0.397059,0.594377,0.390255,0.615353,0.389584,0.504869,0.400093,0.149,0.080439,0.08379,0.085345,0.068132,0.066787,0.06748,0.113138,0.104568,0.217839,0.213075,0.530956,0.548601,0.991324,0.968432,1.473879,1.377622,1.606097,1.484086,1.604794,1.491245,1.550723,1.44556,1.458779,1.438615,2.269369,2.200387,2.921601,2.897442,3.020719,3.009921,3.097,3.067187,-0.815989,-0.764407,-0.764941,-0.764971,-0.754687,-0.755874,-0.756401,-0.42221,-0.377287,-0.673014,-0.666256,-0.272332,-0.115164,-0.34258,-0.016341,-0.693339,-0.161102,-0.793548,-0.211242,-0.855999,-0.307965,-0.722654,-0.203875,-0.046747,0.045994,-0.213541,-0.222542,-0.003679,0.221231,-0.005559,0.252225,-0.444824,-0.095607,0.993462,0.98627,0.985887,0.988894,0.990834,0.99237,0.993787,0.992094,0.987603,0.989215,0.988914,0.99593,0.985741,0.168441,0.03342,0.010121,0.002967,0.014651,0.004484,0.020566,0.006525,0.018589,0.00693,0.043388,0.041399,0.001055,0.001029,0.000704,0.000667,0.001065,0.000904,0.000832,0.000659,1,0,0,0,0,0
13,'2025/02/21 22:39:08:749',1,0.499727,0.52492,0.54253,0.559865,0.475007,0.461166,0.446719,0.57111,0.424525,0.528783,0.467734,0.675757,0.324211,0.705219,0.314931,0.69513,0.310131,0.713,0.293497,0.68361,0.297121,0.67012,0.310663,0.608601,0.394003,0.600006,0.397059,0.594377,0.390255,0.615353,0.389584,0.504869,0.400093,0.149,0.080439,0.08379,0.085345,0.068132,0.066787,0.06748,0.113138,0.104568,0.217839,0.213075,0.530956,0.548601,0.991324,0.968432,1.473879,1.377622,1.606097,1.484086,1.604794,1.491245,1.550723,1.44556,1.458779,1.438615,2.269369,2.200387,2.921601,2.897442,3.020719,3.009921,3.097,3.067187,-0.815989,-0.764407,-0.764941,-0.764971,-0.754687,-0.755874,-0.756401,-0.42221,-0.377287,-0.673014,-0.666256,-0.272332,-0.115164,-0.34258,-0.016341,-0.693339,-0.161102,-0.793548,-0.211242,-0.855999,-0.307965,-0.722654,-0.203875,-0.046747,0.045994,-0.213541,-0.222542,-0.003679,0.221231,-0.005559,0.252225,-0.444824,-0.095607,0.993462,0.98627,0.985887,0.988894,0.990834,0.99237,0.993787,0.992094,0.987603,0.989215,0.988914,0.99593,0.985741,0.168441,0.03342,0.010121,0.002967,0.014651,0.004484,0.020566,0.006525,0.018589,0.00693,0.043388,0.041399,0.001055,0.001029,0.000704,0.000667,0.001065,0.000904,0.000832,0.000659,1,0,0,0,0,0
14,'2025/02/21 22:39:08:766',1,0.500866,0.525817,0.543285,0.560508,0.47543,0.461508,0.446824,0.571367,0.424665,0.529257,0.469001,0.676007,0.324296,0.702761,0.312683,0.692836,0.302002,0.710783,0.284491,0.681563,0.28666,0.668373,0.300931,0.608134,0.394001,0.599914,0.395831,0.593543,0.390084,0.614858,0.390217,0.503468,0.396868,0.148223,0.079953,0.083237,0.084795,0.067819,0.066584,0.067402,0.112208,0.104487,0.216748,0.212439,0.532974,0.548822,1.001724,0.973255,1.492497,1.377528,1.623185,1.482931,1.620944,1.48848,1.568092,1.443918,1.463494,1.442014,2.27808,2.206872,2.941082,2.903128,3.045653,3.014794,3.106092,3.074487,-0.812142,-0.760776,-0.761347,-0.761356,-0.752386,-0.753526,-0.75414,-0.425598,-0.37066,-0.670754,-0.665553,-0.304165,-0.074488,-0.400143,0.016934,-0.745836,-0.15569,-0.849309,-0.205091,-0.905865,-0.303544,-0.77264,-0.199978,-0.075442,0.074707,-0.290759,-0.182091,-0.146379,0.282842,-0.15392,0.316641,-0.586207,-0.004859,0.993791,0.987012,0.986652,0.989488,0.991315,0.992758,0.994092,0.992526,0.988189,0.989662,0.989335,0.996026,0.98591,0.166939,0.032474,0.009864,0.0029,0.014328,0.004412,0.020107,0.006422,0.018153,0.006825,0.043126,0.041013,0.00104,0.000981,0.000701,0.000638,0.001078,0.000885,0.000831,0.000636,1,0,0,0,0,0
15,'2025/02/21 22:39:08:782',1,0.500866,0.525817,0.543285,0.560508,0.47543,0.461508,0.446824,0.571367,0.424665,0.529257,0.469001,0.676007,0.324296,0.702761,0.312683,0.692836,0.302002,0.710783,0.284491,0.681563,0.28666,0.668373,0.300931,0.608134,0.394001,0.599914,0.395831,0.593543,0.390084,0.614858,0.390217,0.503468,0.396868,0.148223,0.079953,0.083237,0.084795,0.067819,0.066584,0.067402,0.112208,0.104487,0.216748,0.212439,0.532974,0.548822,1.001724,0.973255,1.492497,1.377528,1.623185,1.482931,1.620944,1.48848,1.568092,1.443918,1.463494,1.442014,2.27808,2.206872,2.941082,2.903128,3.045653,3.014794,3.106092,3.074487,-0.812142,-0.760776,-0.761347,-0.761356,-0.752386,-0.753526,-0.75414,-0.425598,-0.37066,-0.670754,-0.665553,-0.304165,-0.074488,-0.400143,0.016934,-0.745836,-0.15569,-0.849309,-0.205091,-0.905865,-0.303544,-0.77264,-0.199978,-0.075442,0.074707,-0.290759,-0.182091,-0.146379,0.282842,-0.15392,0.316641,-0.586207,-0.004859,0.993791,0.987012,0.986652,0.989488,0.991315,0.992758,0.994092,0.992526,0.988189,0.989662,0.989335,0.996026,0.98591,0.166939,0.032474,0.009864,0.0029,0.014328,0.004412,0.020107,0.006422,0.018153,0.006825,0.043126,0.041013,0.00104,0.000981,0.000701,0.000638,0.001078,0.000885,0.000831,0.000636,1,0,0,0,0,0
16,'2025/02/21 22:39:08:799',1,0.500743,0.525977,0.543417,0.560837,0.475425,0.461499,0.446771,0.571867,0.424768,0.529319,0.468978,0.676022,0.324664,0.704646,0.306655,0.695937,0.298805,0.712928,0.281391,0.684165,0.286106,0.670947,0.300205,0.608272,0.394536,0.599999,0.397855,0.594126,0.391014,0.615432,0.390889,0.504504,0.40034,0.148218,0.079939,0.08322,0.08476,0.067814,0.066578,0.067166,0.112061,0.104005,0.217012,0.212421,0.532259,0.548822,1.001559,0.975464,1.486549,1.377965,1.616845,1.48458,1.613398,1.490647,1.561165,1.445518,1.463589,1.442432,2.277832,2.207009,2.940345,2.904537,3.044997,3.015197,3.110809,3.081925,-0.773748,-0.72332,-0.724442,-0.7239,-0.717318,-0.718518,-0.719634,-0.397772,-0.358955,-0.637347,-0.635466,-0.250441,-0.090108,-0.295272,-0.049087,-0.613341,-0.240724,-0.699335,-0.301329,-0.764519,-0.389189,-0.642698,-0.281588,-0.054577,0.053762,-0.225519,-0.220669,-0.02355,0.194014,-0.024885,0.22297,-0.428926,-0.106381,0.993283,0.98567,0.985159,0.988319,0.990499,0.992092,0.993597,0.991608,0.987196,0.988761,0.988603,0.995802,0.985896,0.162084,0.033695,0.009494,0.002968,0.013866,0.004485,0.019454,0.006514,0.017615,0.006913,0.043591,0.042058,0.00101,0.000977,0.00068,0.000631,0.001046,0.00087,0.0008,0.000624,1,0,0,0,0,0
17,'2025/02/21 22:39:08:816',1,0.500678,0.525908,0.54344,0.560892,0.475321,0.461416,0.446692,0.572008,0.424773,0.529316,0.468957,0.676016,0.324672,0.705352,0.308827,0.696819,0.303719,0.713748,0.28726,0.684899,0.291338,0.671683,0.304731,0.60862,0.395212,0.600175,0.39968,0.594321,0.391659,0.615794,0.391668,0.504487,0.400186,0.14832,0.079943,0.083245,0.08478,0.06778,0.066548,0.06716,0.112047,0.104208,0.21728,0.212722,0.532158,0.549564,0.999423,0.975925,1.484158,1.377894,1.614065,1.483733,1.610867,1.489377,1.558263,1.444707,1.463835,1.443016,2.277753,2.206679,2.940531,2.904486,3.045271,3.015348,3.110461,3.081791,-0.779593,-0.728819,-0.730097,-0.72973,-0.722583,-0.723483,-0.724728,-0.403284,-0.363111,-0.643713,-0.640901,-0.256666,-0.097884,-0.316274,-0.045479,-0.664886,-0.224572,-0.759119,-0.282352,-0.822957,-0.371926,-0.694653,-0.265715,-0.054604,0.053789,-0.232165,-0.207709,-0.055614,0.215608,-0.0608,0.244554,-0.492428,-0.093188,0.992764,0.984561,0.984082,0.98747,0.989711,0.991432,0.993023,0.991019,0.986039,0.987808,0.987544,0.995563,0.984755,0.158533,0.032731,0.009157,0.002852,0.013432,0.004324,0.018836,0.006278,0.017077,0.00667,0.043983,0.042077,0.001007,0.000947,0.000681,0.000616,0.001044,0.000851,0.000798,0.000609,1,0,0,0,0,0
18,'2025/02/21 22:39:08:832',1,0.500678,0.525908,0.54344,0.560892,0.475321,0.461416,0.446692,0.572008,0.424773,0.529316,0.468957,0.676016,0.324672,0.705352,0.308827,0.696819,0.303719,0.713748,0.28726,0.684899,0.291338,0.671683,0.304731,0.60862,0.395212,0.600175,0.39968,0.594321,0.391659,0.615794,0.391668,0.504487,0.400186,0.14832,0.079943,0.083245,0.08478,0.06778,0.066548,0.06716,0.112047,0.104208,0.21728,0.212722,0.532158,0.549564,0.999423,0.975925,1.484158,1.377894,1.614065,1.483733,1.610867,1.489377,1.558263,1.444707,1.463835,1.443016,2.277753,2.206679,2.940531,2.904486,3.045271,3.015348,3.110461,3.081791,-0.779593,-0.728819,-0.730097,-0.72973,-0.722583,-0.723483,-0.724728,-0.403284,-0.363111,-0.643713,-0.640901,-0.256666,-0.097884,-0.316274,-0.045479,-0.664886,-0.224572,-0.759119,-0.282352,-0.822957,-0.371926,-0.694653,-0.265715,-0.054604,0.053789,-0.232165,-0.207709,-0.055614,0.215608,-0.0608,0.244554,-0.492428,-0.093188,0.992764,0.984561,0.984082,0.98747,0.989711,0.991432,0.993023,0.991019,0.986039,0.987808,0.987544,0.995563,0.984755,0.158533,0.032731,0.009157,0.002852,0.013432,0.004324,0.018836,0.006278,0.017077,0.00667,0.043983,0.042077,0.001007,0.000947,0.000681,0.000616,0.001044,0.000851,0.000798,0.000609,1,0,0,0,0,0
19,'2025/02/21 22:39:08:848',1,0.500678,0.525908,0.54344,0.560892,0.475321,0.461416,0.446692,0.572008,0.424773,0.529316,0.468957,0.676016,0.324672,0.705352,0.308827,0.696819,0.303719,0.713748,0.28726,0.684899,0.291338,0.671683,0.304731,0.60862,0.395212,0.600175,0.39968,0.594321,0.391659,0.615794,0.391668,0.504487,0.400186,0.14832,0.079943,0.083245,0.08478,0.06778,0.066548,0.06716,0.112047,0.104208,0.21728,0.212722,0.532158,0.549564,0.999423,0.975925,1.484158,1.377894,1.614065,1.483733,1.610867,1.489377,1.558263,1.444707,1.463835,1.443016,2.277753,2.206679,2.940531,2.904486,3.045271,3.015348,3.110461,3.081791,-0.779593,-0.728819,-0.730097,-0.72973,-0.722583,-0.723483,-0.724728,-0.403284,-0.363111,-0.643713,-0.640901,-0.256666,-0.097884,-0.316274,-0.045479,-0.664886,-0.224572,-0.759119,-0.282352,-0.822957,-0.371926,-0.694653,-0.265715,-0.054604,0.053789,-0.232165,-0.207709,-0.055614,0.215608,-0.0608,0.244554,-0.492428,-0.093188,0.992764,0.984561,0.984082,0.98747,0.989711,0.991432,0.993023,0.991019,0.986039,0.987808,0.987544,0.995563,0.984755,0.158533,0.032731,0.009157,0.002852,0.013432,0.004324,0.018836,0.006278,0.017077,0.00667,0.043983,0.042077,0.001007,0.000947,0.000681,0.000616,0.001044,0.000851,0.000798,0.000609,1,0,0,0,0,0
20,'2025/02/21 22:39:08:867',1,0.500755,0.525886,0.543425,0.560885,0.475314,0.461409,0.44676,0.571452,0.4245,0.529369,0.468953,0.675835,0.32454,0.707181,0.309733,0.69522,0.310786,0.711082,0.294719,0.681537,0.301261,0.668906,0.314162,0.608618,0.394768,0.6003,0.399683,0.596709,0.391646,0.617129,0.391619,0.513056,0.401694,0.148394,0.080275,0.083747,0.085277,0.067754,0.066459,0.067052,0.112411,0.104137,0.2175,0.212814,0.530084,0.54964,0.993054,0.974197,1.462782,1.377061,1.592449,1.48363,1.588574,1.489298,1.533577,1.444293,1.453019,1.433654,2.263284,2.199699,2.915179,2.892312,3.015071,3.004169,3.090878,3.070376,-0.797134,-0.741404,-0.742279,-0.742129,-0.742042,-0.743136,-0.744435,-0.403792,-0.393462,-0.654118,-0.660191,-0.228189,-0.153615,-0.219894,-0.064714,-0.497212,-0.219697,-0.57469,-0.278613,-0.642066,-0.355789,-0.526673,-0.257294,-0.021757,0.021024,-0.142256,-0.25266,0.13096,0.211492,0.136257,0.242442,-0.278996,-0.096453,0.993297,0.985736,0.985294,0.988403,0.990494,0.992091,0.993552,0.99171,0.987115,0.988699,0.988461,0.995818,0.985763,0.160589,0.034183,0.009465,0.00296,0.013929,0.004478,0.019563,0.006508,0.017739,0.006905,0.042281,0.040494,0.000996,0.000992,0.00069,0.00065,0.001064,0.000888,0.000796,0.000631,1,0,0,0,0,0
21,'2025/02/21 22:39:08:884',1,0.500953,0.526049,0.543548,0.561049,0.475421,0.461435,0.446836,0.571618,0.424498,0.529665,0.469201,0.675912,0.324774,0.706063,0.310119,0.692547,0.310815,0.706563,0.295323,0.680003,0.301209,0.667662,0.314117,0.608427,0.395238,0.600308,0.399334,0.594208,0.38989,0.613804,0.390382,0.512424,0.393938,0.148493,0.080274,0.083717,0.085217,0.067745,0.066421,0.067046,0.112265,0.104149,0.217502,0.213004,0.530289,0.549906,0.993371,0.975389,1.467052,1.377121,1.595153,1.483607,1.589826,1.4887,1.536327,1.444082,1.453773,1.433702,2.263293,2.197815,2.91555,2.888229,3.015931,2.997482,3.087748,3.065931,-0.811837,-0.762405,-0.763092,-0.763039,-0.758317,-0.759463,-0.760746,-0.441297,-0.411402,-0.674882,-0.674931,-0.281356,-0.152884,-0.274545,-0.059885,-0.515547,-0.213385,-0.581181,-0.276273,-0.644484,-0.352016,-0.540735,-0.251286,-0.036942,0.036143,-0.260737,-0.179534,-0.16919,0.286102,-0.181471,0.319995,-0.599957,0.013862,0.993113,0.985346,0.984841,0.988112,0.990239,0.991837,0.993375,0.991436,0.98668,0.988105,0.987816,0.995418,0.98464,0.161416,0.035534,0.00937,0.003035,0.013737,0.004531,0.019279,0.006577,0.01758,0.007005,0.044007,0.042058,0.001042,0.000964,0.000709,0.000626,0.001086,0.00086,0.000826,0.000612,1,0,0,0,0,0
22,'2025/02/21 22:39:08:899',1,0.500953,0.526049,0.543548,0.561049,0.475421,0.461435,0.446836,0.571618,0.424498,0.529665,0.469201,0.675912,0.324774,0.706063,0.310119,0.692547,0.310815,0.706563,0.295323,0.680003,0.301209,0.667662,0.314117,0.608427,0.395238,0.600308,0.399334,0.594208,0.38989,0.613804,0.390382,0.512424,0.393938,0.148493,0.080274,0.083717,0.085217,0.067745,0.066421,0.067046,0.112265,0.104149,0.217502,0.213004,0.530289,0.549906,0.993371,0.975389,1.467052,1.377121,1.595153,1.483607,1.589826,1.4887,1.536327,1.444082,1.453773,1.433702,2.263293,2.197815,2.91555,2.888229,3.015931,2.997482,3.087748,3.065931,-0.811837,-0.762405,-0.763092,-0.763039,-0.758317,-0.759463,-0.760746,-0.441297,-0.411402,-0.674882,-0.674931,-0.281356,-0.152884,-0.274545,-0.059885,-0.515547,-0.213385,-0.581181,-0.276273,-0.644484,-0.352016,-0.540735,-0.251286,-0.036942,0.036143,-0.260737,-0.179534,-0.16919,0.286102,-0.181471,0.319995,-0.599957,0.013862,0.993113,0.985346,0.984841,0.988112,0.990239,0.991837,0.993375,0.991436,0.98668,0.988105,0.987816,0.995418,0.98464,0.161416,0.035534,0.00937,0.003035,0.013737,0.004531,0.019279,0.006577,0.01758,0.007005,0.044007,0.042058,0.001042,0.000964,0.000709,0.000626,0.001086,0.00086,0.000826,0.000612,1,0,0,0,0,0
23,'2025/02/21 22:39:08:915',1,0.500953,0.526049,0.543548,0.561049,0.475421,0.461435,0.446836,0.571618,0.424498,0.529665,0.469201,0.675912,0.324774,0.706063,0.310119,0.692547,0.310815,0.706563,0.295323,0.680003,0.301209,0.667662,0.314117,0.608427,0.395238,0.600308,0.399334,0.594208,0.38989,0.613804,0.390382,0.512424,0.393938,0.148493,0.080274,0.083717,0.085217,0.067745,0.066421,0.067046,0.112265,0.104149,0.217502,0.213004,0.530289,0.549906,0.993371,0.975389,1.467052,1.377121,1.595153,1.483607,1.589826,1.4887,1.536327,1.444082,1.453773,1.433702,2.263293,2.197815,2.91555,2.888229,3.015931,2.997482,3.087748,3.065931,-0.811837,-0.762405,-0.763092,-0.763039,-0.758317,-0.759463,-0.760746,-0.441297,-0.411402,-0.674882,-0.674931,-0.281356,-0.152884,-0.274545,-0.059885,-0.515547,-0.213385,-0.581181,-0.276273,-0.644484,-0.352016,-0.540735,-0.251286,-0.036942,0.036143,-0.260737,-0.179534,-0.16919,0.286102,-0.181471,0.319995,-0.599957,0.013862,0.993113,0.985346,0.984841,0.988112,0.990239,0.991837,0.993375,0.991436,0.98668,0.988105,0.987816,0.995418,0.98464,0.161416,0.035534,0.00937,0.003035,0.013737,0.004531,0.019279,0.006577,0.01758,0.007005,0.044007,0.042058,0.001042,0.000964,0.000709,0.000626,0.001086,0.00086,0.000826,0.000612,1,0,0,0,0,0
24,'2025/02/21 22:39:08:933',1,0.500398,0.526057,0.543524,0.561059,0.475415,0.461431,0.446879,0.571643,0.424507,0.529523,0.468632,0.674637,0.325387,0.706943,0.310208,0.692487,0.308448,0.70685,0.289549,0.678591,0.296959,0.665836,0.310671,0.608096,0.394258,0.601476,0.395957,0.595051,0.388013,0.61581,0.389582,0.511984,0.387726,0.147103,0.07887,0.082081,0.083727,0.066995,0.065537,0.064667,0.111868,0.100478,0.215946,0.211214,0.527462,0.549897,0.987621,0.975863,1.467217,1.382271,1.596842,1.492485,1.59485,1.506859,1.538195,1.458046,1.455527,1.435716,2.271936,2.211416,2.919971,2.899939,3.019878,3.014257,3.103997,3.080009,-0.829766,-0.777181,-0.777784,-0.777777,-0.767097,-0.768272,-0.76909,-0.441977,-0.409409,-0.689317,-0.681812,-0.302616,-0.101733,-0.377683,0.047033,-0.72048,-0.068732,-0.82536,-0.117662,-0.881273,-0.216938,-0.747545,-0.11324,-0.052967,0.052182,-0.173893,-0.17923,0.208614,0.360579,0.22586,0.403166,-0.180135,0.074933,0.993596,0.986441,0.985979,0.988999,0.990944,0.992417,0.993836,0.992106,0.987626,0.989036,0.988751,0.995762,0.985722,0.166238,0.034479,0.009588,0.002962,0.014101,0.004466,0.01978,0.006493,0.017883,0.006912,0.042293,0.040361,0.00101,0.000967,0.000705,0.000648,0.001087,0.000899,0.000807,0.000626,1,0,0,0,0,0
25,'2025/02/21 22:39:08:949',1,0.500398,0.526057,0.543524,0.561059,0.475415,0.461431,0.446879,0.571643,0.424507,0.529523,0.468632,0.674637,0.325387,0.706943,0.310208,0.692487,0.308448,0.70685,0.289549,0.678591,0.296959,0.665836,0.310671,0.608096,0.394258,0.601476,0.395957,0.595051,0.388013,0.61581,0.389582,0.511984,0.387726,0.147103,0.07887,0.082081,0.083727,0.066995,0.065537,0.064667,0.111868,0.100478,0.215946,0.211214,0.527462,0.549897,0.987621,0.975863,1.467217,1.382271,1.596842,1.492485,1.59485,1.506859,1.538195,1.458046,1.455527,1.435716,2.271936,2.211416,2.919971,2.899939,3.019878,3.014257,3.103997,3.080009,-0.829766,-0.777181,-0.777784,-0.777777,-0.767097,-0.768272,-0.76909,-0.441977,-0.409409,-0.689317,-0.681812,-0.302616,-0.101733,-0.377683,0.047033,-0.72048,-0.068732,-0.82536,-0.117662,-0.881273,-0.216938,-0.747545,-0.11324,-0.052967,0.052182,-0.173893,-0.17923,0.208614,0.360579,0.22586,0.403166,-0.180135,0.074933,0.993596,0.986441,0.985979,0.988999,0.990944,0.992417,0.993836,0.992106,0.987626,0.989036,0.988751,0.995762,0.985722,0.166238,0.034479,0.009588,0.002962,0.014101,0.004466,0.01978,0.006493,0.017883,0.006912,0.042293,0.040361,0.00101,0.000967,0.000705,0.000648,0.001087,0.000899,0.000807,0.000626,1,0,0,0,0,0
26,'2025/02/21 22:39:08:966',1,0.500156,0.52602,0.543513,0.561062,0.475086,0.461128,0.44641,0.571736,0.424435,0.529493,0.468166,0.675403,0.325697,0.706879,0.307621,0.693668,0.29968,0.708213,0.282933,0.684053,0.284549,0.669991,0.299139,0.605909,0.39409,0.596188,0.395071,0.579478,0.383529,0.599172,0.384772,0.496869,0.381772,0.147041,0.078837,0.082076,0.083723,0.06675,0.06532,0.064539,0.111858,0.100483,0.216019,0.211114,0.530389,0.549542,0.992967,0.975373,1.482107,1.372116,1.608249,1.474302,1.603464,1.479631,1.553286,1.438082,1.45784,1.436321,2.269741,2.210992,2.922675,2.899976,3.02336,3.01315,3.100451,3.079453,-0.839754,-0.792002,-0.793021,-0.793026,-0.776664,-0.777845,-0.778902,-0.466768,-0.404632,-0.702193,-0.68827,-0.319143,-0.085825,-0.366419,0.06249,-0.650355,-0.081296,-0.742553,-0.130777,-0.808343,-0.229911,-0.679229,-0.125795,-0.076525,0.07578,-0.3118,-0.116475,-0.172243,0.350948,-0.181828,0.384337,-0.640703,0.038773,0.993392,0.985977,0.985512,0.988649,0.990621,0.992131,0.993595,0.991859,0.987072,0.988341,0.98796,0.995165,0.983873,0.178371,0.038549,0.011109,0.003648,0.015684,0.00523,0.021925,0.007574,0.019992,0.008137,0.049323,0.047068,0.001205,0.001023,0.000812,0.000679,0.001188,0.000927,0.000969,0.000672,1,0,0,0,0,0
